CCN,Facility,Address1,City,State,ZipCode,County,PhoneNumber,CMSRegion,Condition,Label
13028,ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY,4465 NARROW LANE RD,MONTGOMERY,AL,36116,Montgomery,(334) 284-7821,4,Spinal cord injury (traumatic),
13028,ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY,4465 NARROW LANE RD,MONTGOMERY,AL,36116,Montgomery,(334) 284-7821,4,Stroke,
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,All other conditions,
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Brain disease or condition (non-traumatic),
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Brain injury (traumatic),
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Hip or femur fracture,
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Hip or knee replacement  amputation or other bone or joint condition,
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Nervous system disorder (excluding stroke),
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Spinal cord disease or condition (non-traumatic),
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Spinal cord injury (traumatic),
13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Stroke,
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,All other conditions,
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain disease or condition (non-traumatic),
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain injury (traumatic),
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Hip or femur fracture,
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Hip or knee replacement  amputation or other bone or joint condition,
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Nervous system disorder (excluding stroke),
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Spinal cord disease or condition (non-traumatic),
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Spinal cord injury (traumatic),
13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Stroke,
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,All other conditions,
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Brain disease or condition (non-traumatic),
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Brain injury (traumatic),
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Hip or femur fracture,
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Hip or knee replacement  amputation or other bone or joint condition,
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Nervous system disorder (excluding stroke),
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Spinal cord disease or condition (non-traumatic),
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Spinal cord injury (traumatic),
13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Stroke,
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,All other conditions,
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Brain disease or condition (non-traumatic),
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Brain injury (traumatic),
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Hip or femur fracture,
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Hip or knee replacement  amputation or other bone or joint condition,
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Nervous system disorder (excluding stroke),
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Spinal cord disease or condition (non-traumatic),
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Spinal cord injury (traumatic),
13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Stroke,
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,All other conditions,
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Brain disease or condition (non-traumatic),
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Brain injury (traumatic),
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Hip or femur fracture,
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Hip or knee replacement  amputation or other bone or joint condition,
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Nervous system disorder (excluding stroke),
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Spinal cord disease or condition (non-traumatic),
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Spinal cord injury (traumatic),
13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Stroke,
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,All other conditions,
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Brain disease or condition (non-traumatic),
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Brain injury (traumatic),
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Hip or femur fracture,
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Hip or knee replacement  amputation or other bone or joint condition,
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Nervous system disorder (excluding stroke),
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Spinal cord disease or condition (non-traumatic),
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Spinal cord injury (traumatic),
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Stroke,
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,All other conditions,
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Brain disease or condition (non-traumatic),
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Brain injury (traumatic),
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Hip or femur fracture,
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Hip or knee replacement  amputation or other bone or joint condition,
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Nervous system disorder (excluding stroke),
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic),
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Spinal cord injury (traumatic),
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Stroke,
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,All other conditions,
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Brain disease or condition (non-traumatic),
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Brain injury (traumatic),
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Hip or femur fracture,
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Hip or knee replacement  amputation or other bone or joint condition,
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Nervous system disorder (excluding stroke),
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Spinal cord disease or condition (non-traumatic),
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Spinal cord injury (traumatic),
01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Stroke,
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,All other conditions,
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Brain disease or condition (non-traumatic),
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Brain injury (traumatic),
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Hip or femur fracture,
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Hip or knee replacement  amputation or other bone or joint condition,
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Nervous system disorder (excluding stroke),
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord disease or condition (non-traumatic),
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord injury (traumatic),
01T092,DCH REHABILITATION CENTER,809 UNIVERSITY BLVD  EAST,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Stroke,
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,All other conditions,
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Brain disease or condition (non-traumatic),
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Brain injury (traumatic),
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Hip or femur fracture,
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Hip or knee replacement  amputation or other bone or joint condition,
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Nervous system disorder (excluding stroke),
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic),
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Spinal cord injury (traumatic),
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Stroke,
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,All other conditions,
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Brain disease or condition (non-traumatic),
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Brain injury (traumatic),
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Hip or femur fracture,
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Hip or knee replacement  amputation or other bone or joint condition,
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Nervous system disorder (excluding stroke),
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord disease or condition (non-traumatic),
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord injury (traumatic),
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Stroke,
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,All other conditions,
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Brain disease or condition (non-traumatic),
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Brain injury (traumatic),
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Hip or femur fracture,
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Hip or knee replacement  amputation or other bone or joint condition,
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Nervous system disorder (excluding stroke),
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Spinal cord disease or condition (non-traumatic),
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Spinal cord injury (traumatic),
01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Stroke,
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,All other conditions,
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Brain disease or condition (non-traumatic),
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Brain injury (traumatic),
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture,
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or knee replacement  amputation or other bone or joint condition,
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Nervous system disorder (excluding stroke),
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord disease or condition (non-traumatic),
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord injury (traumatic),
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Stroke,
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,All other conditions,
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Brain disease or condition (non-traumatic),
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Brain injury (traumatic),
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Hip or femur fracture,
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Hip or knee replacement  amputation or other bone or joint condition,
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Nervous system disorder (excluding stroke),
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Spinal cord disease or condition (non-traumatic),
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Spinal cord injury (traumatic),
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Stroke,
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,All other conditions,
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Brain disease or condition (non-traumatic),
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Brain injury (traumatic),
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Hip or femur fracture,
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Hip or knee replacement  amputation or other bone or joint condition,
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Nervous system disorder (excluding stroke),
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic),
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Spinal cord injury (traumatic),
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Stroke,
01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-1687,4,All other conditions,
01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-1687,4,Brain disease or condition (non-traumatic),
01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-1687,4,Brain injury (traumatic),
