,CCN,Facility,Address1,City,State,ZipCode,County,PhoneNumber,CMSRegion,Condition
25,13029,REHABILITATION HOSPITAL OF HENRY,4311 EAST LOHMAN AVENUE,PITTSBURGH,AL,3811,Madison,(765) 608-2661,4,Brain disease or condition (non-traumatic)
26,13029,,,FORT WALTON BEACH,IN,3811,Mdison,(205) 535-2300,2,Stroke
27,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,,DOTHAN,AL,36301,Olmsted,,6,All other conditions
28,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,DOTHAN,1736 EAST MAIN STREET,PA,36301,Houston,(34) 712-6333,4,Brain disease or condition (non-traumatic)
29,,ECOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,450 CLARKSON AVEUE,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain disease or condition (non-traumatic)
30,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,,,MI,,Los Angeles,(334) 712-6333,4,Hip or femur fracture
31,,,1736 EAST MAIN STREET,DOTHAN,A,,Huston,(334) 712-6333,4,"Hip or knee replacement, amputation or other bone or joint condition"
32,,HOBOKEN UNIVERSITY MEDICAL CENTER,DOTHAN,1736 EAST MAIN STREET,A,36301,Huston,(334) 712-6333,4,Spinal cord injury (traumatic)
33,13030,,,DOTHAN,FL,45014,Houston,(314) 467-2498,4,Spinal cord disease or condition (non-traumatic)
34,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,3402 ANDERSON HEALTHCARE DR,DOTHAN,,36301,,,4,Spinal cord injury (traumatic)
35,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,4801 INTEGRIS PARKWAY,MADISONVILLE,NC,3301,Huston,(818) 847-3200,,Stroke
36,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,PELHAM,900 OAK MOUNTAIN COMMONS LANE,AL,,Shelby,(205) 216-7621,6,Nervous system disorder (excluding stroke)
37,1031,,900 OAK MOUNTAIN COMMONS LANE,PELHAM,A,35124,Selby,(410) 578-5678,,Brain disease or condition (non-traumatic)
38,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,,3124,,(732) 244-3100,9,Brain injury (traumatic)
39,,KINDRED HOSPITAL MELBOURNE,480 MEDICAL CENTER DR,PELHAM,A,35124,Selby,(205) 216-7621,4,Brain injury (traumatic)
40,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,,IN,35124,,(580) 323-8292,,"Hp or knee replacement, amputation or other bone or joint condition"
41,1031,,900 OAK MOUNTAIN COMMONS LANE,PLHAM,AL,35124,Shelby,(205) 216-7621,4,Nervous system disorder (excluding stroke)
42,1031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,,PELHAM,A,35124,Shelby,(205) 216-7621,,Spinal cord disease or condition (non-traumatic)
43,13031,ALTRU HEALTH SYSTEM,PELHAM,900 OAK MOUNTAIN COMMONS LANE,A,3124,Shelby,(05) 216-7621,6,Hip or femur fracture
44,13031,ECOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,5652 EAST BASELINE ROAD,PELHAM,LA,35124,Shelby,,4,Stroke
45,13032,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,A,3903,Etowah,(256) 439-5000,,
46,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,,3903,Taney,(56) 439-5000,4,Brain disease or condition (non-traumatic)
47,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,AL,46312,,(256) 439-5000,4,Brain injury (traumatic)
48,13032,,801 GOODYEAR AVE,GADSDEN,FL,35903,Forsyth,(256) 439-5000,4,Hip or femur fracture
49,,SELBY GENERAL HOSPITAL,,,AL,35903,Etowah,(256) 439-5000,,Hip or femur fracture
50,13032,,801 GOODYEAR AVE,GADSDEN,IL,3903,Eowah,(256) 439-5000,4,Spinal cord injury (traumatic)
51,10TA15,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,10-42 MITCHELL AVE,GDSDEN,NY,35903,Lawrence,(256) 439-5000,,Spinal cord disease or condition (non-traumatic)
52,03T055,CHESHIRE MEDICAL CENTER,GADSDEN,801 GOODYEAR AVE,A,35903,Hamilton,(56) 439-5000,4,Spinal cord injury (traumatic)
53,1032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,SAN JOSE,,3903,,,,Sroke
54,,REGIONAL REHABILITATION HOSPITAL,1303 MABLE AVENUE,PHENIX CITY,AL,,Jefferson,(34) 732-2200,4,Al other conditions
55,13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,3715 US HIGHWAY 431 NORTH,AL,36867,Russell,(928) 788-7005,4,Brain disease or condition (non-traumatic)
56,,,20601 OLD CUTLER RD,,AL,36867,,(334) 732-2200,6,Brain injury (traumatic)
57,13033,RGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PENIX CITY,AL,,Rock Island,(334) 732-2200,4,Hip or femur fracture
58,,,3715 US HIGHWAY 431 NORTH,PHENIX CITY,FL,60640,Carson City,(334) 732-2200,,Brain injury (traumatic)
59,,RGIONAL REHABILITATION HOSPITAL,315 US HIGHWAY 431 NORTH,PENIX CITY,AL,70546,Rssell,(334) 732-2200,4,Nervous system disorder (excluding stroke)
60,1033,REGIONAL REHABILITATION HOSPITAL,315 US HIGHWAY 431 NORTH,,CA,36867,Russell,,,Spinal cord disease or condition (non-traumatic)
61,39T180,,,PENIX CITY,A,36867,St. Joseph,(334) 732-2200,4,Spinal cord injury (traumatic)
62,313030,ST. LUKE'S MAGIC VALLEY REGIONAL MEDICAL CENTER,3715 US HIGHWAY 431 NORTH,RIVERDALE,AL,3867,,(34) 732-2200,6,Stroke
63,01T011,S. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,IN,35235,Kings,,4,Al other conditions
64,01T011,ST. VINCENTS EAST REHABILITATION CENTER,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,,35235,Jfferson,(559) 436-3600,4,Brain disease or condition (non-traumatic)
65,143030,,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,,4,Bain injury (traumatic)
66,01T011,ST. VINCENTS EAST REHABILITATION CENTER,2300 NORTH EDWARD STREET,BIRMINGHAM,KY,35235,Jefferson,(205) 838-3672,4,"Hip or knee replacement, amputation or other bone or joint condition"
67,15T008,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,ANN ARBOR,,3235,Montrose,(05) 838-3672,4,
68,01T011,HEALTHSOURCE SAGINAW,5 MEDICAL PARK EAST DRIVE,,AL,30078,Pima,(302) 464-3400,4,Nrvous system disorder (excluding stroke)
69,,,,RIO RANCHO,,,Jefferson,(478) 274-3264,4,
70,,TERRE HAUTE REGIONAL HOSPITAL,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,(205) 838-3672,4,Spinal cord injury (traumatic)
71,01T011,S. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,,AL,35235,Jefferson,,,Stroke
72,15T008,EAMC- LANIER,200 PEPPERELL PARKWAY.,OPELIKA,AL,36801,,,4,All other conditions
73,01T029,,2201 WILDWOOD AVENUE,,,,Napa,(502) 596-6346,4,
74,0T029,EAMC- LANIER,,GRAND ISLAND,AL,36801,Le,(02) 596-6346,,
75,103042,EMC- LANIER,1900 SILVER CROSS BLVD.,OPELIKA,,36801,St. Johns,(502) 596-6346,4,
76,01T029,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE,200 PEPPERELL PARKWAY.,OPELIKA,A,36801,Le,(502) 596-6346,6,"Hip or knee replacement, amputation or other bone or joint condition"
77,,EAMC- LANIER,200 PEPPERELL PARKWAY.,,KS,,,(760) 620-5636,4,Nervous system disorder (excluding stroke)
78,,EAMC- LANIER,OPELIKA,2000 PEPPERELL PARKWAY.,NJ,3801,,(970) 237-7453,4,Spinal cord disease or condition (non-traumatic)
79,0T029,,200 PEPPERELL PARKWAY.,OELIKA,FL,36801,Catawba,,4,
80,39T133,,2000 PEPPERELL PARKWAY.,SAN FRANCISCO,MI,36801,Butler,(502) 596-6346,,
81,0T033,ENCOMPASS HEALTH REHAB HOSPITAL OF SUNRISE,SC 223E,,,,Jefferson,,4,All other conditions
82,33032,TERREBONNE GENERAL MEDICAL CENTER,600 N LEWIS AVE,BIRMINGHAM,IN,35249,,,4,Brain disease or condition (non-traumatic)
83,01T033,REUNION REHABILITATION HOSPITAL PHOENIX LLC,SRC 223E,BRMINGHAM,AR,27514,Jefferson,(205) 934-4940,4,
84,37T029,,SRC 223E,,,35249,Jefferson,(205) 934-4940,4,Hip or femur fracture
85,,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODEST,SC 223E,,AL,45402,Jefferson,(205) 934-4940,4,Stroke
86,01T033,KANSAS UNIVERSITY REHAB,BIRMINGHAM,SRC 223E,AL,35249,Jefferson,(205) 934-4940,4,All other conditions
87,0T033,,,CINCINNATI,,35249,,(205) 934-4940,4,Sinal cord disease or condition (non-traumatic)
88,01T033,,SRC 223E,BIRMINGHAM,,,Jfferson,(205) 934-4940,4,Sinal cord injury (traumatic)
89,01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,,35249,,,,Stroke
90,05T128,DH REHABILITATION CENTER,"89 UNIVERSITY BLVD, EAST",GLENDALE,AL,35401,Tuscaloosa,(05) 333-4362,4,Nervous system disorder (excluding stroke)
91,,,TUSCALOOSA,"809 UNIVERSITY BLVD, EAST",AL,,Craven,(05) 333-4362,,
92,01T092,RIM AT COMMUNITY MEDICAL CENTER,TUSCALOOSA,"809 UNIVERSITY BLVD, EAST",AL,35401,Tscaloosa,(205) 333-4362,4,Brain injury (traumatic)
93,263029,,,TUSCALOOSA,A,,Tscaloosa,(720) 321-7321,4,
94,01T092,DCH REHABILITATION CENTER,1000 N LEE ST,TSCALOOSA,,3401,Tuscaloosa,(205) 333-4362,5,"Hip or knee replacement, amputation or other bone or joint condition"
95,,,"809 UNIVERSITY BLVD, EAST",,A,48093,Tuscaloosa,(05) 333-4362,4,Nervous system disorder (excluding stroke)
96,01T092,,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,,32960,Northampton,(205) 333-4362,4,Nervous system disorder (excluding stroke)
97,01T092,DCH REHABILITATION CENTER,"89 UNIVERSITY BLVD, EAST",TUSCALOOSA,MN,35401,Tuscaloosa,(05) 333-4362,7,Spinal cord injury (traumatic)
98,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",SELLERSVILLE,A,,,(205) 333-4362,6,Sroke
99,0T100,MARION ARU,FAIRHOPE,750 MORPHY AVENUE,AL,36533,Baldwin,(251) 435-3417,4,
100,0T100,,70 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(718) 206-6000,4,Bain disease or condition (non-traumatic)
101,01T100,,70 MORPHY AVENUE,FIRHOPE,AL,36533,Bldwin,(51) 435-3417,4,Brain injury (traumatic)
102,,TOMAS HOSPITAL,70 MORPHY AVENUE,,,,Bldwin,(51) 435-3417,4,Spinal cord injury (traumatic)
103,14T180,ARMSTRONG COUNTY MEMORIAL HOSPITAL,70 MORPHY AVENUE,,AL,36533,Baldwin,(251) 435-3417,4,"Hip or knee replacement, amputation or other bone or joint condition"
104,01T100,FREEMAN HEALTH SYSTEMS,,ESCONDIDO,,36533,,,4,Nervous system disorder (excluding stroke)
105,26T009,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,A,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic)
106,34T014,,70 MORPHY AVENUE,,A,3533,,(251) 435-3417,4,Brain injury (traumatic)
107,,TOMAS HOSPITAL,,FIRHOPE,AL,36533,Bldwin,(251) 435-3417,4,Nervous system disorder (excluding stroke)
108,01T104,GANDVIEW MEDICAL CENTER,390 GRANDVIEW PARKWAY,BIRMINGHAM,A,97301,Jfferson,(205) 971-4520,,Al other conditions
109,0T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BRMINGHAM,,35243,Jefferson,(502) 596-6346,4,Brain disease or condition (non-traumatic)
110,01T104,GANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,,(05) 971-4520,,Brain injury (traumatic)
111,11T165,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,,,AL,,,,4,Hip or femur fracture
112,0T104,NEW MEXICO REHABILITATION CENTER,1225 WILSHIRE BLVD,JEFFERSON CITY,AL,,Berks,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
113,32T065,KINDRED HOSPITAL-DENVER,3690 GRANDVIEW PARKWAY,BRAINTREE,A,35243,Jefferson,(205) 971-4520,4,Nervous system disorder (excluding stroke)
114,15T109,GRANDVIEW MEDICAL CENTER,,,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord disease or condition (non-traumatic)
115,01T104,HELEN M SIMPSON REHABILITATION HOSPITAL,23333 HARVARD ROAD,,,35243,Jefferson,(302) 320-6999,4,Brain disease or condition (non-traumatic)
116,,GRANDVIEW MEDICAL CENTER,,BIRMINGHAM,,91769,,,,Brain injury (traumatic)
117,01T113,MOBILE INFIRMARY,11234 ANDERSON ST.,MOBILE,AL,92123,Mbile,,2,Stroke
118,01T113,,POB 2144,ROCHESTER,,3652,,(251) 435-3400,4,Bain disease or condition (non-traumatic)
119,01T113,MOBILE INFIRMARY,MOBILE,POB 2144,AL,36652,Mbile,(51) 435-3400,4,
120,36T234,HOLZER MEDICAL CENTER,150 MUNDY STREET,MBILE,A,15215,,(251) 435-3400,4,Hip or femur fracture
121,,,1850 NORMANDIE DRIVE,DENVER,AL,3652,Mobile,,4,"Hip or knee replacement, amputation or other bone or joint condition"
122,01T113,MBILE INFIRMARY,POB 2144,MBILE,AL,3652,Atlantic,,,All other conditions
123,0T113,MOBILE INFIRMARY,PB 2144,MOBILE,AL,,Mobile,,4,
124,01T113,MBILE INFIRMARY,POB 2144,MBILE,A,36652,,(251) 435-3400,4,
125,01T113,MOBILE INFIRMARY,9175 WEST OQUENDO ROAD,MOBILE,NJ,36652,Jefferson,(251) 435-3400,,Stroke
126,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,7343 CLEARVISTA DRIVE,BESSEMER,OH,3022,,(205) 481-7287,,All other conditions
127,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BSSEMER,LA,35022,Russell,(205) 481-7287,4,Brain disease or condition (non-traumatic)
128,33T246,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,750 E ADAMS ST.,NEW YORK,FL,80045,Jefferson,(205) 481-7287,4,Brain injury (traumatic)
129,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture
130,15T112,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,A,3022,,,6,"Hip or knee replacement, amputation or other bone or joint condition"
131,01T114,,995 9TH AVENUE SOUTHWEST,DUBUQUE,,35022,Jefferson,(205) 481-7287,5,Nervous system disorder (excluding stroke)
132,01T114,,BESSEMER,995 9TH AVENUE SOUTHWEST,,,Jefferson,(205) 481-7287,,Spinal cord disease or condition (non-traumatic)
133,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,BESSEMER,995 9TH AVENUE SOUTHWEST,AL,35022,Monterey,(205) 481-7287,4,Spinal cord injury (traumatic)
134,,FAIRVIEW PARK HOSPITAL,995 9TH AVENUE SOUTHWEST,WILKES-BARRE,AR,,Jefferson,(05) 481-7287,,Stroke
135,0T139,AI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,50703,Jefferson,(714) 832-9200,4,All other conditions
136,33T102,QUEEN OF THE VALLEY HOSPITAL,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,91790,Jefferson,(205) 877-1600,,Brain disease or condition (non-traumatic)
137,,AMI BROOKWOOD MEDICAL CENTER,210 BROOKWOOD MEDICAL CTR. DR,TAMPA,FL,,Jfferson,(205) 877-1600,4,Brain injury (traumatic)
138,,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HMEWOOD,,2720,Jefferson,(205) 877-1600,,Hip or femur fracture
139,15T048,SAM KARAS ARU - NATIVIDAD,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,85745,Jfferson,,4,
140,0T139,AMI BROOKWOOD MEDICAL CENTER,1087 DENNISON AVENUE 4TH FLOOR,MCDONOUGH,AL,,Jefferson,(760) 940-7868,4,Nervous system disorder (excluding stroke)
141,,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,IN,72015,Jefferson,,4,Spinal cord disease or condition (non-traumatic)
142,01T139,AI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,WEST BURLINGTON,AL,3209,Jefferson,(205) 877-1600,,"Hip or knee replacement, amputation or other bone or joint condition"
143,01T139,AMI BROOKWOOD MEDICAL CENTER,,HOMEWOOD,AL,3209,,(205) 877-1600,4,Stroke
144,01T144,SRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,WASHINGTON,PA,,Mobile,(502) 596-6346,4,
145,01T144,SPRINGHILL MEDICAL CENTER,1300 ANNE ST NW,,,3608,Mbile,(502) 596-6346,4,Brain disease or condition (non-traumatic)
146,01T144,SPRINGHILL MEDICAL CENTER,1101 MEDICAL CENTER BOULEVARD,MOBILE,AL,,Mobile,(502) 596-6346,4,
147,,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,,36608,Mbile,(502) 596-6346,4,Hip or femur fracture
148,,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,AL,,,(574) 647-3083,3,"Hip or knee replacement, amputation or other bone or joint condition"
149,19T064,,10020 EAST 91ST DRIVE,MOBILE,AL,36608,Hillsboro,(02) 596-6346,4,Hip or femur fracture
150,0T144,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,MOBILE,3719 DAUPHIN STREET,AL,3608,,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
151,363043,SRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,CA,36608,Mbile,(02) 596-6346,4,Spinal cord injury (traumatic)
152,0T144,SHARP MEMORIAL REHABILITATION CENTER,3719 DAUPHIN STREET,,CA,92123,Mbile,(502) 596-6346,4,Sroke
153,,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,ARCADIA,AL,87102,Warren,(256) 386-1687,,Brain disease or condition (non-traumatic)
154,03T030,JW SOMMER REHABILITATION UNIT,21 AVALON AVE,WATERVLIET,A,15146,,(256) 386-1687,4,
155,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,,,,Colbert,(256) 386-1687,4,Brain injury (traumatic)
156,01T157,,MUSCLE SHOALS,201 AVALON AVE,PA,35661,,(256) 386-1687,4,Hp or femur fracture
157,01T157,,201 AVALON AVE,MUSCLE SHOALS,A,35661,,(256) 386-1687,2,"Hip or knee replacement, amputation or other bone or joint condition"
158,,JW SOMMER REHABILITATION UNIT,,MUSCLE SHOALS,,3661,,(256) 386-1687,4,Nrvous system disorder (excluding stroke)
159,01T157,STATEN ISLAND UNIVERSITY HOSP,201 AVALON AVE,RANCHO MIRAGE,AL,3661,Clbert,,,
160,01T157,JW SOMMER REHABILITATION UNIT,416 CONNABLE AVE.,MSCLE SHOALS,,35661,Colbert,(256) 386-1687,4,
161,,JW SOMMER REHABILITATION UNIT,,LOS ANGELES,AL,3661,Colbert,(256) 386-1687,4,Stroke
162,36T041,EAMC - LANIER,4800 48TH STREET,,AL,36854,Chambers,(334) 756-9180,,
163,01T175,EAMC - LANIER,4800 48TH STREET,VALDOSTA,AL,,Chambers,(334) 756-9180,,Bain disease or condition (non-traumatic)
164,01T175,EAMC - LANIER,850 W BARAGA AVE,COLUMBIA,AL,,Chambers,,4,Brain injury (traumatic)
165,24T004,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,47750,Chambers,(34) 756-9180,4,Hip or femur fracture
166,01T175,"CHI ST VINCENT HS REHAB HOSP, A PART OF ENCOMPASS",400 48TH STREET,VALLEY,A,36854,Trumbull,(334) 756-9180,4,"Hp or knee replacement, amputation or other bone or joint condition"
167,01T175,,,VLLEY,,3854,Chambers,(334) 756-9180,4,All other conditions
168,0T175,,VALLEY,4800 48TH STREET,AL,36854,Chambers,(334) 756-9180,,
169,36T239,,4800 48TH STREET,VALLEY,A,36854,Chambers,(212) 746-1630,4,
170,01T175,EMC - LANIER,VALLEY,4800 48TH STREET,,83201,Cambers,(334) 756-9180,4,Stroke
171,0T017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,2801 DEBARR RD,A,9508,,(337) 364-6923,10,All other conditions
172,0T017,,ANCHORAGE,2801 DEBARR RD,AK,,Anchorage,,5,Brain disease or condition (non-traumatic)
173,02T017,ALASKA REGIONAL HOSPITAL,11815 EDUCATION STREET,GRAND ISLAND,AK,64116,Anchorage,,10,Brain injury (traumatic)
174,02T017,GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,ANCHORAGE,2801 DEBARR RD,CA,99508,Anchorage,(907) 264-1503,9,Nervous system disorder (excluding stroke)
175,,MARY FREE BED REHABILITATION HOSPITAL,2801 DEBARR RD,ANCHORAGE,,9508,Anchorage,(907) 264-1503,,
176,02T017,,2801 DEBARR RD,,PA,97301,Achorage,,,Nrvous system disorder (excluding stroke)
177,10T012,,ONE GUSTAVE L LEVY PLACE,ANCHORAGE,AK,99508,,(907) 264-1503,10,Spinal cord disease or condition (non-traumatic)
178,0T017,ALASKA REGIONAL HOSPITAL,,ANCHORAGE,AK,99508,Anchorage,(907) 264-1503,8,
179,,,,ANCHORAGE,AK,9508,Anchorage,(907) 264-1503,,Stroke
180,19TA09,ENCOMPASS HEALTH REHABILITATION HOSPITAL FT SMITH,6645 ALVARADO RD,ACHORAGE,A,86401,Anchorage,,10,Al other conditions
181,02TA01,,,ACHORAGE,AK,,Anchorage,(907) 561-3333,1,Brain disease or condition (non-traumatic)
182,,ST ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,ANCHORAGE,,,,(907) 561-3333,,Brain injury (traumatic)
183,02TA01,S ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,,AK,,Anchorage,(907) 561-3333,10,Hip or femur fracture
184,02TA01,S ELIAS SPECIALTY HOSPITAL,ANCHORAGE,4800 CORDOVA STREET,,9503,Anchorage,(907) 561-3333,10,"Hip or knee replacement, amputation or other bone or joint condition"
185,36T174,,4800 CORDOVA STREET,ACHORAGE,A,9503,,,10,
186,02TA01,ST ELIAS SPECIALTY HOSPITAL,,,,9503,,(937) 395-8840,1,
187,0TA01,LENOIR MEMORIAL HOSPITAL REHAB UNIT,400 CORDOVA STREET,PEORIA,AK,99503,Anchorage,(302) 320-6999,10,
