,CCN,Facility,Address1,City,State,ZipCode,County,PhoneNumber,CMSRegion,Condition
31,,,1736 EAST MAIN STREET,DOTHAN,A,,Clark,(334) 712-6333,4,"Hip or knee replacement, amputation or other bone or joint condition"
32,,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,DOTHAN,1736 EAST MAIN STREET,A,36301,Huston,(334) 712-6333,4,All other conditions
33,13030,,,DOTHAN,AL,35903,Houston,(217) 383-6423,4,Spinal cord disease or condition (non-traumatic)
34,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,4401 UNION ST,DOTHAN,,36301,,,4,Spinal cord injury (traumatic)
35,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DTHAN,FL,3301,Huston,(248) 858-6311,,Stroke
36,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,PELHAM,900 OAK MOUNTAIN COMMONS LANE,AL,,Shelby,(205) 216-7621,6,"Hip or knee replacement, amputation or other bone or joint condition"
37,1031,,2825 EAST BARNETT RD,INDIANAPOLIS,A,35124,Selby,(315) 492-5594,,Brain disease or condition (non-traumatic)
38,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,,48060,,(205) 216-7621,7,Brain injury (traumatic)
39,,NORTH MEMORIAL MEDICAL CENTER,8747 SQUIRES LANE NE,PELHAM,A,35124,Hillsborough,(205) 216-7621,4,Hip or femur fracture
40,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,,NM,35124,,(812) 238-7362,,"Hp or knee replacement, amputation or other bone or joint condition"
41,1031,,1638 OWEN DRIVE,PLHAM,AL,35124,Shelby,(989) 790-7812,4,Nervous system disorder (excluding stroke)
42,223034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,,PELHAM,A,35124,Shelby,(205) 216-7621,,Spinal cord disease or condition (non-traumatic)
43,13031,NORTH CAROLINA BAPTIST HOSPITALS,PELHAM,900 OAK MOUNTAIN COMMONS LANE,A,92123,Shelby,(205) 216-7621,4,Stroke
44,13031,ECOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,NJ,35124,Shelby,,4,Stroke
45,13032,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,A,15237,Etowah,(256) 439-5000,,
46,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,A,43543,Etowah,(56) 439-5000,4,Brain disease or condition (non-traumatic)
47,01T011,"MERCY REHABILITATION HOSPITAL, LLC",GADSDEN,801 GOODYEAR AVE,AL,36301,,(256) 439-5000,4,Nervous system disorder (excluding stroke)
48,13032,,801 GOODYEAR AVE,GADSDEN,LA,33606,Rowan,(256) 439-5000,4,Hip or femur fracture
49,,EMORY UNIVERSITY HOSPITAL,,GDSDEN,AL,35903,Etowah,(256) 439-5000,,Nervous system disorder (excluding stroke)
50,13032,,801 GOODYEAR AVE,GADSDEN,AL,35903,Eowah,(256) 439-5000,4,Nervous system disorder (excluding stroke)
51,23T036,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GDSDEN,MO,35903,East Baton Rouge,(256) 439-5000,,Spinal cord disease or condition (non-traumatic)
52,373025,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,A,35903,Etowah,(56) 439-5000,4,Spinal cord injury (traumatic)
53,143030,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,DOVER,,3903,,,,Sroke
54,,REGIONAL REHABILITATION HOSPITAL,ARU-1 EAST,PHENIX CITY,AL,,Trumbull,(34) 732-2200,4,Al other conditions
55,13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,3715 US HIGHWAY 431 NORTH,AL,36867,Russell,(463) 333-9110,4,Nervous system disorder (excluding stroke)
56,,,441 N. WABASH AVENUE,,AL,3060,,(334) 732-2200,4,Brain injury (traumatic)
57,13033,RGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PENIX CITY,AL,,Russell,(334) 732-2200,9,Hip or femur fracture
58,,,8111 S EMERSON AVE,PHENIX CITY,CA,45804,Hamilton,(334) 732-2200,,Spinal cord disease or condition (non-traumatic)
59,,RGIONAL REHABILITATION HOSPITAL,315 US HIGHWAY 431 NORTH,LANCASTER,AL,36867,Russell,(334) 732-2200,4,Nervous system disorder (excluding stroke)
60,1033,REGIONAL REHABILITATION HOSPITAL,9100 BABCOCK BLVD.,,AL,36867,Russell,(34) 732-2200,,Spinal cord disease or condition (non-traumatic)
61,14T180,,,GRAND RAPIDS,A,36867,Boone,(334) 732-2200,5,Spinal cord injury (traumatic)
62,03T010,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,3715 US HIGHWAY 431 NORTH,PITTSBURGH,FL,3867,,(708) 245-6521,6,Stroke
63,01T011,S. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,,4,Al other conditions
64,01T011,ST. VINCENTS EAST REHABILITATION CENTER,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,,35235,San Bernardino,(225) 927-0567,4,Brain disease or condition (non-traumatic)
65,13032,,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,,4,Bain injury (traumatic)
66,01T011,ST. VINCENTS EAST REHABILITATION CENTER,,BIRMINGHAM,AL,35235,Jefferson,(270) 417-2910,4,Nervous system disorder (excluding stroke)
67,39T163,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,,3235,Lee,(205) 838-3672,4,
68,01T011,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDER,2430 WEST PIERCE STREET,BRMINGHAM,AL,45236,Jefferson,-,4,Nrvous system disorder (excluding stroke)
69,,,,,,,Jefferson,(440) 953-6251,4,
70,,SSM HEALTH GOOD SAMARITAN HOSP,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,92411,Jefferson,(205) 838-3672,4,Spinal cord injury (traumatic)
71,01T011,MEMORIAL MEDICAL CENTER,50 MEDICAL PARK EAST DRIVE,,KS,35235,Jefferson,,,Stroke
72,11T122,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,,,4,All other conditions
73,01T029,,200 PEPPERELL PARKWAY.,,,,Pulaski,(502) 596-6346,4,
74,05T236,EAMC- LANIER,,LOS ANGELES,AL,36801,Le,(02) 596-6346,,
75,01T029,EMC- LANIER,1860 N. LAWNWOOD CIR.,OPELIKA,,36801,Jefferson,(502) 596-6346,4,
76,01T029,SPRINGHILL MEDICAL CENTER,6500 W 104TH AVE,OPELIKA,A,52001,Le,(706) 655-5515,9,"Hip or knee replacement, amputation or other bone or joint condition"
77,,EAMC- LANIER,200 PEPPERELL PARKWAY.,,IL,,,(502) 596-6346,4,Nervous system disorder (excluding stroke)
78,0T029,EAMC- LANIER,OPELIKA,2000 PEPPERELL PARKWAY.,AL,45005,Le,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
79,0T029,,200 PEPPERELL PARKWAY.,TULSA,PA,32114,Baxter,,4,
80,14T046,,2000 PEPPERELL PARKWAY.,,CA,36801,Lee,(502) 596-6346,,
81,0T033,UHS HOSPITALS,SC 223E,,,,Jefferson,,4,All other conditions
82,01T033,CLEARSKY REHABILITATION HOSPITAL OF RIO RANCHO LLC,SRC 223E,BIRMINGHAM,AL,35249,Jfferson,,4,Brain disease or condition (non-traumatic)
83,01T033,FRAZIER REHAB INSTITUTE,SRC 223E,SAN FRANCISCO,AL,35249,Jefferson,(205) 934-4940,4,
84,31T040,SAIN REHABILITATION CENTER,3330 MASONIC DR.,,,35249,Hamilton,(205) 934-4940,4,Hip or femur fracture
85,,SPAIN REHABILITATION CENTER,SC 223E,,AL,27262,Jefferson,(205) 934-4940,4,Hip or femur fracture
86,01T033,NORMAN REGIONAL HOSPITAL,BIRMINGHAM,SRC 223E,AL,35249,Jefferson,(205) 934-4940,4,"Hip or knee replacement, amputation or other bone or joint condition"
87,0T033,,,BIRMINGHAM,,35249,,(570) 253-8100,4,Sinal cord disease or condition (non-traumatic)
88,01T033,,38600 MEDICAL CENTER DR,SAVANNAH,,3249,Jfferson,(205) 934-4940,4,All other conditions
89,01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,,35249,,,,Stroke
90,01T092,DCH REHABILITATION CENTER,"89 UNIVERSITY BLVD, EAST",,AL,35401,Tuscaloosa,(05) 333-4362,4,Nervous system disorder (excluding stroke)
91,,,,TUSCALOOSA,AL,,Tuscaloosa,(05) 333-4362,,
92,01T092,REHABILITATION HOSPITAL OF HENRY,TUSCALOOSA,"809 UNIVERSITY BLVD, EAST",AL,35401,Tscaloosa,(205) 333-4362,4,Brain injury (traumatic)
93,01T092,,1823 COLLEGE AVE,JEFFERSON HILLS,A,,Tscaloosa,(205) 333-4362,4,
94,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",,,67206,Tuscaloosa,(205) 333-4362,4,"Hip or knee replacement, amputation or other bone or joint condition"
95,,,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,A,35401,Tuscaloosa,(717) 767-6941,4,Nervous system disorder (excluding stroke)
96,01T092,,"89 UNIVERSITY BLVD, EAST",TUSCALOOSA,,35401,Pulaski,(205) 333-4362,5,Spinal cord disease or condition (non-traumatic)
97,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,LA,35401,Tuscaloosa,(205) 333-4362,1,Spinal cord injury (traumatic)
98,01T092,DCH REHABILITATION CENTER,,TUSCALOOSA,A,,,(205) 333-4362,4,Sroke
99,0T100,SAINT FRANCIS MEDICAL CENTER,FAIRHOPE,750 MORPHY AVENUE,AL,36533,Baldwin,(251) 435-3417,4,
100,153030,,,FIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Bain disease or condition (non-traumatic)
101,01T100,,"59355 RIVER WEST DRIVE, SUITE 100",,AL,36533,Bldwin,(51) 435-3417,4,Brain injury (traumatic)
102,,TOMAS HOSPITAL,70 MORPHY AVENUE,,,,Bldwin,(440) 743-4302,4,Hip or femur fracture
103,32T005,FORT WALTON BEACH MEDICAL CENTER,70 MORPHY AVENUE,MONTPELIER,AL,36533,Baldwin,(702) 731-8310,4,"Hip or knee replacement, amputation or other bone or joint condition"
104,01T100,WOOSTER COMMUNITY HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,,36533,,,4,Nervous system disorder (excluding stroke)
105,01T100,THOMAS HOSPITAL,70 MORPHY AVENUE,FIRHOPE,A,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic)
106,10T246,,,FIRHOPE,A,3533,,(251) 435-3417,4,Spinal cord injury (traumatic)
107,0T100,TOMAS HOSPITAL,1100 BELK BLVD.,MONTROSE,AL,36533,Bldwin,(251) 435-3417,4,Stroke
108,01T104,AROOSTOOK MEDICAL CENTER IRF,3690 GRANDVIEW PARKWAY,BRMINGHAM,A,91206,Jfferson,(205) 971-4520,,Hip or femur fracture
109,0T104,HENRY FORD MACOMB HOSPITAL,3690 GRANDVIEW PARKWAY,BIRMINGHAM,A,35243,Jefferson,(614) 392-3400,4,Brain disease or condition (non-traumatic)
110,01T104,GANDVIEW MEDICAL CENTER,390 GRANDVIEW PARKWAY,,AL,35243,,(05) 971-4520,,Brain injury (traumatic)
111,39T180,ADVENTHEALTH WATERMAN,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,,,,4,Hip or femur fracture
112,0T104,WESTMORELAND REGIONAL HOSPITAL,3690 GRANDVIEW PARKWAY,GALLIPOLIS,AL,,Floyd,(720) 741-8800,4,"Hip or knee replacement, amputation or other bone or joint condition"
113,36T121,CA  PACIFIC MEDICAL CTR PACIFIC CAMPUS,390 GRANDVIEW PARKWAY,,A,35243,Jefferson,(205) 971-4520,4,Nervous system disorder (excluding stroke)
114,313035,GRANDVIEW MEDICAL CENTER,2999 HEALTH CENTER DRIVE,BRMINGHAM,AL,35243,Jefferson,(205) 971-4520,9,Spinal cord disease or condition (non-traumatic)
115,01T104,GRANDVIEW MEDICAL CENTER,,BIRMINGHAM,A,35243,Jefferson,(205) 971-4520,4,"Hip or knee replacement, amputation or other bone or joint condition"
116,,GRANDVIEW MEDICAL CENTER,4455 DUNCAN AVE,BIRMINGHAM,,10605,,,,Spinal cord disease or condition (non-traumatic)
117,01T113,MOBILE INFIRMARY,POB 2144,SANTA MARIA,AL,68122,Mbile,,4,Nervous system disorder (excluding stroke)
118,01T113,,POB 2144,,,3652,,(251) 435-3400,4,Spinal cord disease or condition (non-traumatic)
119,01T113,MOBILE INFIRMARY,MOBILE,POB 2144,AL,36652,Clark,(51) 435-3400,4,
120,01T113,CRICHTON REHABILITATION CENTER,POB 2144,COLUMBUS,A,36652,,(251) 435-3400,5,Hip or femur fracture
121,,MBILE INFIRMARY,POB 2144,JOLIET,AL,3652,Mobile,(51) 435-3400,4,"Hip or knee replacement, amputation or other bone or joint condition"
122,01T113,MBILE INFIRMARY,PB 2144,MOBILE,AL,3652,Essex,,,Spinal cord injury (traumatic)
123,0T113,MOBILE INFIRMARY,POB 2144,MBILE,AL,,Mobile,,4,
124,01T113,MBILE INFIRMARY,700 E NORWEGIAN ST,MOBILE,IL,36652,Mbile,(251) 435-3400,4,
125,01T113,MOBILE INFIRMARY,,MOBILE,PA,36652,East Baton Rouge,(612) 863-0881,,Stroke
126,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BSSEMER,AL,19102,,(205) 481-7287,,Stroke
127,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,380 SUMMIT AVE,POCATELLO,FL,35022,Champaign,(212) 523-3299,4,Brain disease or condition (non-traumatic)
128,35T019,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,,CO,6460,Jefferson,(205) 481-7287,4,Brain injury (traumatic)
129,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,3351 NORTHSIDE DRIVE,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture
130,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,MONROE,AL,35022,,,1,"Hip or knee replacement, amputation or other bone or joint condition"
131,01T114,,995 9TH AVENUE SOUTHWEST,BESSEMER,,35022,Jefferson,(205) 481-7287,4,Nervous system disorder (excluding stroke)
132,01T114,,BESSEMER,995 9TH AVENUE SOUTHWEST,,,Jefferson,(205) 481-7287,,Spinal cord disease or condition (non-traumatic)
133,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,BESSEMER,995 9TH AVENUE SOUTHWEST,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord injury (traumatic)
134,,CENTER FOR INPATIENT REHAB,995 9TH AVENUE SOUTHWEST,BESSEMER,NV,,Jefferson,(05) 481-7287,,Stroke
135,01T139,AI BROOKWOOD MEDICAL CENTER,210 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,All other conditions
136,223026,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,62526,Jefferson,(205) 877-1600,,Brain disease or condition (non-traumatic)
137,,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HMEWOOD,OH,,Jfferson,(205) 877-1600,4,Brain injury (traumatic)
138,,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,,35209,Jefferson,(205) 877-1600,,Hip or femur fracture
139,01T139,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,2000 WEST OGDEN AVE.,YUMA,AL,35209,Wayne,,4,
140,0T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,3209,Jefferson,(812) 885-3601,4,Nervous system disorder (excluding stroke)
141,,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,90231,Jefferson,,4,Spinal cord disease or condition (non-traumatic)
142,01T139,HALIFAX HEALTH,210 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,40202,Jefferson,(205) 877-1600,,Spinal cord injury (traumatic)
143,01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,ERIE,PA,3209,,(205) 877-1600,4,Stroke
144,01T144,SRINGHILL MEDICAL CENTER,2809 DENNY AVENE,,AL,,Mobile,(502) 596-6346,4,
145,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,,3608,Mbile,(502) 596-6346,10,Brain disease or condition (non-traumatic)
146,01T144,SPRINGHILL MEDICAL CENTER,14 HOSPITAL DRIVE,MOBILE,AL,,Mobile,(502) 596-6346,4,
147,,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,,36608,Mbile,(502) 596-6346,4,Hip or femur fracture
148,,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,AL,,,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
149,01T144,,1701 E. 23RD AVE.,MOBILE,AL,36608,Colbert,(02) 596-6346,4,Brain injury (traumatic)
150,04T119,EAMC- LANIER,MOBILE,3719 DAUPHIN STREET,AL,3608,,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
151,34T047,SAMARITAN MEDICAL CENTER,3719 DAUPHIN STREET,,LA,36608,Mobile,(202) 877-1737,4,Spinal cord injury (traumatic)
152,0T144,ADVENTHEALTH DAYTONA BEACH,3719 DAUPHIN STREET,,NV,1201,Mbile,(502) 596-6346,4,Sroke
153,,JW SOMMER REHABILITATION UNIT,21 AVALON AVE,MIDDLETOWN,AL,73034,Centre,(256) 386-1687,,All other conditions
154,313030,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,,A,71953,,(256) 386-1687,5,
155,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,,,Mobile,(256) 386-1687,4,Brain injury (traumatic)
156,01T157,,MUSCLE SHOALS,201 AVALON AVE,AL,35661,,(256) 386-1687,4,Brain disease or condition (non-traumatic)
157,01T157,,,MUSCLE SHOALS,A,35661,,(256) 386-1687,8,"Hip or knee replacement, amputation or other bone or joint condition"
158,,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,OWENSBORO,,35661,,(256) 386-1687,4,Nrvous system disorder (excluding stroke)
159,01T157,JW SOMMER REHABILITATION UNIT,640 JACKSON ST.,MUSCLE SHOALS,AL,35661,Clbert,,,
160,01T157,JW SOMMER REHABILITATION UNIT,,CONCORD,,35661,Colbert,(256) 386-1687,4,
161,,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,,AL,3661,Colbert,(256) 386-1687,4,Stroke
162,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,36854,Chambers,(334) 756-9180,,
163,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,,Chambers,(334) 756-9180,4,Stroke
164,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,,Chambers,,4,Brain injury (traumatic)
165,01T175,EAMC - LANIER,400 48TH STREET,VALLEY,AL,36854,Chambers,(34) 756-9180,4,Hip or femur fracture
166,01T175,CHELSEA COMMUNITY HOSPITAL,,VALLEY,A,36854,East Baton Rouge,(334) 756-9180,4,"Hp or knee replacement, amputation or other bone or joint condition"
167,01T175,,4800 48TH STREET,VALLEY,,3854,Chambers,(334) 756-9180,4,Nervous system disorder (excluding stroke)
168,01T175,,VALLEY,4800 48TH STREET,AL,36854,Chambers,(334) 756-9180,,Sinal cord disease or condition (non-traumatic)
169,15T010,,4800 48TH STREET,VALLEY,A,70808,Chambers,(334) 756-9180,4,
170,01T175,EMC - LANIER,VALLEY,4800 48TH STREET,,36854,Cambers,(334) 756-9180,4,Stroke
171,33T202,ALASKA REGIONAL HOSPITAL,2801 DEBARR RD,ANCHORAGE,CT,99508,,(907) 264-1503,10,All other conditions
172,0T017,,ANCHORAGE,2801 DEBARR RD,AK,,Cumberland,,5,Brain disease or condition (non-traumatic)
173,02T017,ALASKA REGIONAL HOSPITAL,21298 OLEAN BOULEVARD,,AK,99508,Anchorage,,10,Brain injury (traumatic)
174,02T017,SOUTHEAST REHABILITATION HOSPITAL,ANCHORAGE,2801 DEBARR RD,NH,99508,Anchorage,(907) 264-1503,4,Hip or femur fracture
175,,OTTUMWA REGIONAL HEALTH CENTER,2801 DEBARR RD,ANCHORAGE,,9508,Anchorage,(907) 264-1503,,
176,02T017,,,ANCHORAGE,AK,99508,Achorage,,1,Nrvous system disorder (excluding stroke)
177,02T017,,,ANCHORAGE,AK,99508,,(907) 264-1503,10,Spinal cord disease or condition (non-traumatic)
178,0T017,ST JOSEPH MEDICAL CENTER,2801 DEBARR RD,ACHORAGE,AK,99508,Anchorage,(907) 264-1503,6,
179,,,,SARASOTA,AK,9508,Anchorage,(907) 264-1503,,Stroke
180,02TA01,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,4800 CORDOVA STREET,ANCHORAGE,A,71913,Anchorage,,10,Al other conditions
181,02TA01,,4800 CORDOVA STREET,,AK,9503,Anchorage,(907) 561-3333,5,Brain disease or condition (non-traumatic)
182,,ST ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,ANCHORAGE,,9503,Achorage,(907) 561-3333,,Brain injury (traumatic)
183,02TA01,UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,400 CORDOVA STREET,ACHORAGE,AK,,Anchorage,(907) 561-3333,10,Hip or femur fracture
184,02TA01,S ELIAS SPECIALTY HOSPITAL,ANCHORAGE,4800 CORDOVA STREET,,9503,Anchorage,(907) 561-3333,10,"Hip or knee replacement, amputation or other bone or joint condition"
185,33T226,,400 CORDOVA STREET,NOBLESVILLE,A,9503,,,10,
