,CCN,Facility,Address1,City,State,ZipCode,County,PhoneNumber,CMSRegion,Condition
23,13029,,1490 HIGHWAY 72 E,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Nrvous system disorder (excluding stroke)
24,36T163,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,190 HIGHWAY 72 E,,A,35811,Fresno,(05) 535-2300,,All other conditions
25,13029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,190 HIGHWAY 72 E,HUNTSVILLE,AL,6904,Madison,(205) 535-2300,4,"Hip or knee replacement, amputation or other bone or joint condition"
26,13029,,1490 HIGHWAY 72 E,HUNTSVILLE,AL,45505,Mdison,(205) 535-2300,3,Stroke
27,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,,DTHAN,AL,36301,Lea,,7,All other conditions
28,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,DOTHAN,1736 EAST MAIN STREET,MI,36301,Houston,(417) 820-2973,9,Brain disease or condition (non-traumatic)
29,,NORTHSIDE MEDICAL CENTER,1736 EAST MAIN STREET,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain injury (traumatic)
30,13030,ASCENSION ST JOHN HOSPITAL,,DOTHAN,AL,3301,Houston,(334) 712-6333,2,Hip or femur fracture
31,,,830 WASHINGTON ST.,DOTHAN,A,,Lafayette,(334) 712-6333,4,"Hip or knee replacement, amputation or other bone or joint condition"
32,,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,DOTHAN,1736 EAST MAIN STREET,A,36301,Huston,(334) 712-6333,4,Nervous system disorder (excluding stroke)
33,13030,,1736 EAST MAIN STREET,BETHLEHEM,AL,7724,Houston,(334) 712-6333,4,Spinal cord disease or condition (non-traumatic)
34,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,5001 COMMERCE DRIVE,LAS VEGAS,,36301,,,4,Spinal cord injury (traumatic)
35,13030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,CA,40504,Huston,(407) 587-8600,,Stroke
36,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,PELHAM,900 OAK MOUNTAIN COMMONS LANE,AL,,Shelby,(205) 216-7621,5,All other conditions
37,1031,,900 OAK MOUNTAIN COMMONS LANE,PELHAM,CA,35124,Nassau,(704) 210-5308,,Brain disease or condition (non-traumatic)
38,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,,,60123,,(205) 216-7621,6,Brain injury (traumatic)
39,,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,2776 CLEVELAND AVE,DULUTH,A,35124,Denver,(205) 216-7621,4,Hip or femur fracture
40,13031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,,PELHAM,AL,35124,,(225) 387-7000,,"Hp or knee replacement, amputation or other bone or joint condition"
41,1031,,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,Shelby,(208) 489-4444,4,Nervous system disorder (excluding stroke)
42,20T024,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,A,35124,Shelby,(205) 216-7621,,Spinal cord disease or condition (non-traumatic)
43,13031,BYRD REGIONAL HOSPITAL,PELHAM,900 OAK MOUNTAIN COMMONS LANE,IL,31217,Shelby,(661) 200-1538,9,Spinal cord injury (traumatic)
44,13031,BAPTIST HEALTH MEDICAL CENTER-CONWAY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AR,35124,Shelby,,4,Stroke
45,13032,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,A,71220,Etowah,(256) 439-5000,,
46,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,81 GOODYEAR AVE,GDSDEN,A,32608,Etowah,(56) 439-5000,4,Brain disease or condition (non-traumatic)
47,23T036,GREAT RIVER MEDICAL CENTER,GADSDEN,801 GOODYEAR AVE,AL,70806,,(256) 439-5000,5,All other conditions
48,13032,,801 GOODYEAR AVE,GADSDEN,AL,70508,Jefferson,(256) 439-5000,4,Hip or femur fracture
49,,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,HANNIBAL,AL,35903,Etowah,(256) 439-5000,,Nervous system disorder (excluding stroke)
50,13032,,801 GOODYEAR AVE,MARIETTA,AL,15025,Eowah,(256) 439-5000,4,Nervous system disorder (excluding stroke)
51,393056,ECOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,ID,35903,Macon,(256) 439-5000,,Spinal cord disease or condition (non-traumatic)
52,10T236,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,FL,35903,Etowah,(256) 439-5000,4,Spinal cord injury (traumatic)
53,13T028,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,254 PLEASANT STREET,GDSDEN,,90033,,,4,Sroke
54,,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,,Russell,(34) 732-2200,5,Al other conditions
55,13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,3715 US HIGHWAY 431 NORTH,AL,36867,Russell,(909) 796-6915,4,All other conditions
56,,,50 MEDICAL PARK EAST DRIVE,PHENIX CITY,AL,74133,Rssell,(334) 732-2200,4,Brain injury (traumatic)
57,13033,RGIONAL REHABILITATION HOSPITAL,222 STATE STREET,FLAGSTAFF,AL,,Russell,(334) 732-2200,9,Hip or femur fracture
58,,,750 MORPHY AVENUE,,IL,36867,Androscoggin,(334) 732-2200,,"Hip or knee replacement, amputation or other bone or joint condition"
59,,RGIONAL REHABILITATION HOSPITAL,,LAS CRUCES,AL,36867,Jefferson,(334) 732-2200,4,Nervous system disorder (excluding stroke)
60,1033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PORTLAND,AL,36867,Russell,(34) 732-2200,,Spinal cord disease or condition (non-traumatic)
61,183030,,3715 US HIGHWAY 431 NORTH,PHENIX CITY,A,36867,East Baton Rouge,(334) 732-2200,9,Spinal cord injury (traumatic)
62,17T200,LOURDES REHABILITATION CENTER,,PHENIX CITY,NC,3867,,(707) 651-4097,3,Stroke
63,01T011,REHAB CARE CENTER AT INDIANA REGIONAL MEDICAL CENT,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,,4,Stroke
64,01T011,ST. VINCENTS EAST REHABILITATION CENTER,CHARLTON MEMORIAL HOSPITAL,BRMINGHAM,,35235,Ontario,(205) 838-3672,4,Brain disease or condition (non-traumatic)
65,01T011,,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,,4,Bain injury (traumatic)
66,01T011,ST. VINCENTS EAST REHABILITATION CENTER,,,AL,35235,Jefferson,(716) 510-9029,4,Brain disease or condition (non-traumatic)
67,24T064,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BRMINGHAM,,3235,Hamilton,(580) 252-5300,6,
68,01T011,LAKELAND REGIONAL HEALTH,3715 US HIGHWAY 431 NORTH,BIRMINGHAM,AL,67846,Jefferson,(989) 776-1677,4,Nervous system disorder (excluding stroke)
69,,,36475 FIVE MILE ROAD,,,,Jefferson,(419) 485-3154,4,
70,,BETHESDA REHABILITATION HOSPITAL,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,74133,Jefferson,(205) 838-3672,4,Spinal cord injury (traumatic)
71,01T011,MERCY HOSPITAL JEFFERSON,,BIRMINGHAM,AL,35235,Jefferson,,,Stroke
72,01T029,EAMC- LANIER,777 RURAL AVENUE,OPELIKA,AL,36801,,,4,All other conditions
73,01T029,,85 SEYMOUR ST,OPELIKA,,,Lee,(502) 596-6346,4,
74,17T182,EAMC- LANIER,2000 PEPPERELL PARKWAY.,,AL,36801,Le,(02) 596-6346,,
75,01T029,UNIV OF ROCHESTER MEDICAL CTR,65 JAMES STREET,LANCASTER,,36801,Lebanon,(502) 596-6346,4,
76,01T029,CURAHEALTH NEW ORLEANS,2000 PEPPERELL PARKWAY.,,CA,48912,Montgomery,(319) 272-7929,4,"Hip or knee replacement, amputation or other bone or joint condition"
77,,EAMC- LANIER,10010 KENNERLY ROAD,OELIKA,AL,,,(502) 596-6346,4,Nervous system disorder (excluding stroke)
78,0T029,EAMC- LANIER,OPELIKA,2000 PEPPERELL PARKWAY.,AL,85258,Le,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
79,0T029,,2000 PEPPERELL PARKWAY.,OPELIKA,MI,97504,Sacramento,,5,
80,04T084,,2000 PEPPERELL PARKWAY.,LOS ANGELES,CA,36801,Lee,(502) 596-6346,,
81,0T033,MADONNA REHABILITATION HOSPITAL LINCOLN,14 HOSPITAL DRIVE,,,,Jefferson,,4,All other conditions
82,01T033,BYRD REGIONAL HOSPITAL,1000 N.VILLAGE AVE.,,AL,35249,Jfferson,,4,Brain disease or condition (non-traumatic)
83,01T033,SPAIN REHABILITATION CENTER,SC 223E,BUFFALO,AL,35249,Jefferson,(205) 934-4940,4,
84,04T014,SAIN REHABILITATION CENTER,6510 SEAWRIGHT DRIVE,ROCHESTER,,35249,Hennepin,(205) 934-4940,4,Hip or femur fracture
85,,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,15905,Jefferson,(205) 934-4940,4,Spinal cord injury (traumatic)
86,01T033,S. MARYS REGIONAL MEDICAL CENTER,BIRMINGHAM,SRC 223E,AL,35249,Jefferson,(205) 934-4940,5,Nervous system disorder (excluding stroke)
87,10T032,,SC 223E,,,35249,,(562) 491-9170,4,Sinal cord disease or condition (non-traumatic)
88,01T033,SAIN REHABILITATION CENTER,,BIRMINGHAM,,3249,Jfferson,(205) 934-4940,4,Hip or femur fracture
89,01T033,SPAIN REHABILITATION CENTER,SRC 223E,LAS VEGAS,,35249,,,,Stroke
90,01T092,WELLSTAR N FULTON HOSPITAL,"809 UNIVERSITY BLVD, EAST",,AL,35401,Tuscaloosa,(05) 333-4362,4,Spinal cord disease or condition (non-traumatic)
91,,,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,AL,,Tuscaloosa,(205) 333-4362,,
92,01T092,BROWARD HEALTH NORTH-INPATIENT REHABILITATION UNIT,TUSCALOOSA,"809 UNIVERSITY BLVD, EAST",AL,35401,Tscaloosa,(205) 333-4362,4,Brain injury (traumatic)
93,01T092,,2800 MAIN STREET,TUSCALOOSA,A,,Cole,(205) 333-4362,4,
94,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,,16201,Tuscaloosa,(205) 333-4362,4,"Hip or knee replacement, amputation or other bone or joint condition"
95,,,,TUSCALOOSA,A,35401,Tuscaloosa,(252) 634-6001,4,Nervous system disorder (excluding stroke)
96,01T092,,,GLENDALE,,35401,Tuscaloosa,(205) 333-4362,5,Spinal cord disease or condition (non-traumatic)
97,01T092,DCH REHABILITATION CENTER,3000 HOSPITAL BLVD.,,CA,35401,Tuscaloosa,(772) 467-3903,4,Spinal cord injury (traumatic)
98,01T092,DCH REHABILITATION CENTER,3190 E. MIDLAND ROAD,,A,,Tscaloosa,(205) 333-4362,2,Sroke
99,0T100,BEAUMONT TAYLOR,FAIRHOPE,750 MORPHY AVENUE,AL,36533,Baldwin,(251) 435-3417,4,
100,36T118,TOMAS HOSPITAL,70 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Brain disease or condition (non-traumatic)
101,01T100,,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Bldwin,(51) 435-3417,4,Brain injury (traumatic)
102,,GLEN COVE HOSPITAL,2201 HEMPSTEAD TURNPIKE,FIRHOPE,,,New York,(208) 666-2956,4,Hip or femur fracture
103,363034,THOMAS HOSPITAL,,FAIRHOPE,AL,36533,Baldwin,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
104,01T100,THOMAS HOSPITAL,3715 US HIGHWAY 431 NORTH,KALISPELL,,36533,,,4,Nervous system disorder (excluding stroke)
105,01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,SNELLVILLE,PA,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic)
106,01T100,,750 MORPHY AVENUE,FAIRHOPE,CA,36533,Bldwin,(251) 435-3417,4,Spinal cord injury (traumatic)
107,0T100,TOMAS HOSPITAL,70 MORPHY AVENUE,,AL,36533,Fairfield,(251) 435-3417,5,Stroke
108,01T104,WESTERN PENNSYLVANIA HOSPITAL,3690 GRANDVIEW PARKWAY,BIRMINGHAM,KY,70006,Craven,(205) 971-4520,,Hip or femur fracture
109,0T104,ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY,3690 GRANDVIEW PARKWAY,SAN FRANCISCO,A,35243,Jefferson,(833) 635-2410,4,Brain disease or condition (non-traumatic)
110,01T104,GANDVIEW MEDICAL CENTER,390 GRANDVIEW PARKWAY,,AL,35243,,(05) 971-4520,,Brain injury (traumatic)
111,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BRMINGHAM,AL,,,,4,Hip or femur fracture
112,53031,GRANDVIEW MEDICAL CENTER,,BIRMINGHAM,AL,,Wayne,(815) 300-1100,4,"Hip or knee replacement, amputation or other bone or joint condition"
113,13029,OHIO STATE UNIVERSITY HOSPITAL,3690 GRANDVIEW PARKWAY,BIRMINGHAM,FL,35243,Jefferson,(205) 971-4520,4,Nervous system disorder (excluding stroke)
114,17T020,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,CINCINNATI,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord disease or condition (non-traumatic)
115,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BRMINGHAM,A,35243,Jefferson,(205) 971-4520,4,Spinal cord injury (traumatic)
116,,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,CINCINNATI,A,4240,,,,Spinal cord injury (traumatic)
117,01T113,MOBILE INFIRMARY,POB 2144,MIDDLEBURG HEIGHTS,AL,64014,Miami-Dade,,4,All other conditions
118,01T113,,4201 BELFORT RD,MOBILE,,36652,,(251) 435-3400,4,Brain disease or condition (non-traumatic)
119,01T113,MOBILE INFIRMARY,MOBILE,POB 2144,AL,36652,Los Angeles,(51) 435-3400,1,
120,01T113,ST. VINCENT EVANSVILLE,POB 2144,,A,36652,Mbile,(251) 435-3400,7,Hip or femur fracture
121,,MBILE INFIRMARY,POB 2144,MOBILE,AL,3652,Mobile,(51) 435-3400,4,"Hip or knee replacement, amputation or other bone or joint condition"
122,01T113,MBILE INFIRMARY,,MOBILE,AL,3652,Berrien,,,Hip or femur fracture
123,25T082,MOBILE INFIRMARY,POB 2144,MADISONVILLE,AL,,Mobile,,4,
124,01T113,ST. MARY MEDICAL CENTER INC,4465 NARROW LANE RD,PADUCAH,GA,36652,Mbile,(251) 435-3400,4,
125,01T113,MOBILE INFIRMARY,POB 2144,MBILE,MI,36652,Faulkner,(618) 307-7900,,Stroke
126,0T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,2950 ELMWOOD AVE,BESSEMER,AL,83854,,(205) 481-7287,,All other conditions
127,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,CAPE CORAL,CO,35022,Jefferson,(708) 783-9100,4,Brain disease or condition (non-traumatic)
128,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,OH,35022,Jefferson,(205) 481-7287,4,Brain injury (traumatic)
129,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture
130,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,2333 BUCHANAN STREET,BESSEMER,NY,70301,,,9,"Hip or knee replacement, amputation or other bone or joint condition"
131,01T114,,995 9TH AVENUE SOUTHWEST,BSSEMER,,35022,Jefferson,(205) 481-7287,4,Nervous system disorder (excluding stroke)
132,01T114,,BESSEMER,995 9TH AVENUE SOUTHWEST,,,Jefferson,(205) 481-7287,,Spinal cord disease or condition (non-traumatic)
133,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,BESSEMER,995 9TH AVENUE SOUTHWEST,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord injury (traumatic)
134,,CA  PACIFIC MEDICAL CTR PACIFIC CAMPUS,995 9TH AVENUE SOUTHWEST,BESSEMER,PA,,Jefferson,(05) 481-7287,4,Stroke
135,30T019,ENCOMPASS HEALTH REHAB HOSPITAL OF SCOTTSDALE,901 WEST 24TH STREET,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,All other conditions
136,01T139,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,94578,Jefferson,(205) 877-1600,4,Brain disease or condition (non-traumatic)
137,,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,,Jefferson,(205) 877-1600,4,Brain injury (traumatic)
138,0T139,AMI BROOKWOOD MEDICAL CENTER,210 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,,35209,Jefferson,(205) 877-1600,,Hip or femur fracture
139,01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,PUEBLO,AL,35209,Maricopa,,4,
140,0T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HMEWOOD,AL,3209,Jefferson,(270) 444-2684,4,Nervous system disorder (excluding stroke)
141,,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,35209,Jefferson,,4,Spinal cord disease or condition (non-traumatic)
142,01T139,SAINT JOSEPH MEDICAL CENTER,210 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,64429,Jefferson,(205) 877-1600,,Spinal cord injury (traumatic)
143,01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AZ,3209,Jfferson,(205) 877-1600,4,Stroke
144,01T144,FLORIDA HOSPITAL TAMPA,ONE HOSPITAL PLAZA,MOBILE,AL,,Mobile,(502) 596-6346,4,
145,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,,,3608,Franklin,(502) 596-6346,4,Brain disease or condition (non-traumatic)
146,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,,AL,3608,Mobile,(502) 596-6346,4,Bain injury (traumatic)
147,,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,,36608,Mbile,(502) 596-6346,4,Hip or femur fracture
148,0T144,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,AL,,,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
149,01T144,,200 ST. CLAIR AVE,MOBILE,AL,36608,Mobile,(513) 867-2501,4,All other conditions
150,17T023,"GLOBALREHAB - SCOTTSDALE, LLC",MOBILE,3719 DAUPHIN STREET,AL,87124,Mbile,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
151,26T047,ST. MARY MEDICAL CENTER INC,3719 DAUPHIN STREET,,CA,36608,Richmond,(770) 793-6696,4,Spinal cord injury (traumatic)
152,36T121,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Dauphin,(502) 596-6346,4,Sroke
153,,JW SOMMER REHABILITATION UNIT,21 AVALON AVE,MUSCLE SHOALS,AL,35661,Berrien,(256) 386-1687,,Brain injury (traumatic)
154,18T044,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,ANCHORAGE,A,70380,,(256) 386-1687,4,
155,01T157,JW SOMMER REHABILITATION UNIT,2525 S. DOWNING ST.,PANAMA CITY,,,Calloway,(256) 386-1687,4,Brain injury (traumatic)
156,01T157,,MUSCLE SHOALS,201 AVALON AVE,AL,35661,,(256) 386-1687,4,Nervous system disorder (excluding stroke)
157,01T157,,,MUSCLE SHOALS,A,35661,,(256) 386-1687,4,"Hip or knee replacement, amputation or other bone or joint condition"
158,0T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,,,18301,,(256) 386-1687,4,Nrvous system disorder (excluding stroke)
159,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,AL,10591,Clbert,,,
160,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,,,35661,Colbert,(256) 386-1687,4,
161,,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,AL,3661,Colbert,(256) 386-1687,4,Stroke
162,01T175,EAMC - LANIER,4200 HOUMA BLVD.,VALLEY,AL,36854,Chambers,(334) 756-9180,4,
163,01T175,EAMC - LANIER,400 48TH STREET,JOHNSTOWN,AL,,Chambers,(334) 756-9180,4,Nervous system disorder (excluding stroke)
164,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,,Chambers,,4,Brain injury (traumatic)
165,01T175,EAMC - LANIER,,VALLEY,AL,36854,Chambers,(34) 756-9180,4,Hip or femur fracture
166,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,NJ,36854,Chambers,(334) 756-9180,4,Spinal cord injury (traumatic)
167,01T175,,1730 NE PINE ISLAND RD,,,3854,Chambers,(334) 756-9180,4,All other conditions
168,10T087,,VALLEY,4800 48TH STREET,AL,36854,Chambers,(334) 756-9180,,Sinal cord disease or condition (non-traumatic)
169,10T288,,4800 48TH STREET,VALLEY,A,80120,Chambers,(334) 756-9180,4,
170,01T175,"MERCY REHABILITATION HOSPITAL, LLC",VALLEY,4800 48TH STREET,,36854,Cambers,(334) 756-9180,4,Stroke
171,14T239,ALASKA REGIONAL HOSPITAL,,ANCHORAGE,IL,47904,,(907) 264-1503,10,All other conditions
172,0T017,,ANCHORAGE,2801 DEBARR RD,AK,,Daviess,(07) 264-1503,8,Brain disease or condition (non-traumatic)
173,02T017,ALASKA REGIONAL HOSPITAL,201 DEBARR RD,ANCHORAGE,AK,99508,Anchorage,,10,Brain injury (traumatic)
174,02T017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,2801 DEBARR RD,AK,99508,Anchorage,(907) 264-1503,10,Hip or femur fracture
175,,THE TRINITY REHABILITATION CENTER,2801 DEBARR RD,MUSCLE SHOALS,,9508,Anchorage,(907) 264-1503,,
176,02T017,,,SELLERSVILLE,AK,99508,Achorage,,1,Nrvous system disorder (excluding stroke)
177,02T017,,2801 DEBARR RD,ANCHORAGE,AK,99508,,(907) 264-1503,10,Spinal cord disease or condition (non-traumatic)
178,0T017,ATRIUM HEALTH NAVICENT REHABILITATION HOSPITAL,2801 DEBARR RD,,AK,99508,Anchorage,(907) 264-1503,5,
179,0T017,,2801 DEBARR RD,WINSTON SALEM,AK,68803,Anchorage,(907) 264-1503,,Stroke
180,02TA01,ST ELIAS SPECIALTY HOSPITAL,400 CORDOVA STREET,ACHORAGE,A,27704,Anchorage,,10,Al other conditions
181,02TA01,,400 CORDOVA STREET,ANCHORAGE,AK,9503,Anchorage,(907) 561-3333,6,Brain disease or condition (non-traumatic)
182,,ST ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,,,9503,Achorage,(907) 561-3333,,Brain injury (traumatic)
