,CCN,Facility,Address1,City,State,ZipCode,County,PhoneNumber,CMSRegion,Condition
52,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,GADSDEN,801 GOODYEAR AVE,PA,35903,Etowah,(314) 658-3800,2,Spinal cord injury (traumatic)
53,13032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,,GADSDEN,A,35903,Eowah,(56) 439-5000,4,"Hip or knee replacement, amputation or other bone or joint condition"
54,1033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,,Russell,(215) 663-6274,4,"Hip or knee replacement, amputation or other bone or joint condition"
55,13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,Russell,(334) 732-2200,8,Brain disease or condition (non-traumatic)
56,,,,PHENIX CITY,AL,36867,Rssell,(334) 732-2200,4,Brain injury (traumatic)
57,13033,FRANCISCAN HEALTH DYER/HAMMOND,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,,Russell,(334) 732-2200,4,Hip or femur fracture
58,,RGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,GRAND RAPIDS,AL,36867,Russell,(334) 732-2200,4,"Hip or knee replacement, amputation or other bone or joint condition"
59,,COTTAGE REHABILITATION HOSPITAL,315 US HIGHWAY 431 NORTH,,AL,36867,Russell,(334) 732-2200,4,Nervous system disorder (excluding stroke)
60,15T046,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,BIRMINGHAM,AL,36867,Russell,(406) 327-4321,4,Spinal cord disease or condition (non-traumatic)
61,13033,,3715 US HIGHWAY 431 NORTH,PHENIX CITY,MS,36867,Russell,(334) 732-2200,4,Spinal cord injury (traumatic)
62,13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,MURRIETA,AL,44109,,(334) 732-2200,4,Stroke
63,01T011,RANCHO REHABILITATION,5 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(05) 838-3672,4,Nervous system disorder (excluding stroke)
64,01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,,35235,Jefferson,(205) 838-3672,4,Brain disease or condition (non-traumatic)
65,01T011,,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,(05) 838-3672,4,Brain disease or condition (non-traumatic)
66,01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Hip or femur fracture
67,01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BRMINGHAM,A,15132,Jefferson,(205) 838-3672,4,
68,01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Nervous system disorder (excluding stroke)
69,,,50 MEDICAL PARK EAST DRIVE,VAN NUYS,,,Jefferson,(205) 838-3672,4,
70,0T011,ST. VINCENTS EAST REHABILITATION CENTER,BIRMINGHAM,50 MEDICAL PARK EAST DRIVE,AL,35235,Jefferson,(205) 838-3672,7,Spinal cord injury (traumatic)
71,01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,SOMERSET,AL,35235,Jefferson,(05) 838-3672,,Stroke
72,01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,,,4,All other conditions
73,01T029,EMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,A,,Lee,(502) 596-6346,4,Bain disease or condition (non-traumatic)
74,01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,,AL,36801,Broward,(518) 262-2409,,Bain injury (traumatic)
75,01T029,ERIE COUNTY MEDICAL CENTER,2000 PEPPERELL PARKWAY.,,A,36801,Lee,(502) 596-6346,4,Hp or femur fracture
76,01T029,EAMC- LANIER,300 PASTEUR DR,OPELIKA,AL,36801,Adams,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
77,0T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,OPELIKA,AL,,Le,(502) 596-6346,4,Nervous system disorder (excluding stroke)
78,20T033,EAMC- LANIER,OPELIKA,2000 PEPPERELL PARKWAY.,AL,36801,Santa Fe,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
79,33T261,,2000 PEPPERELL PARKWAY.,OPELIKA,AL,36801,Lee,(02) 596-6346,4,
80,01T029,,,OELIKA,AL,36801,Lee,(502) 596-6346,4,
81,36T009,SPAIN REHABILITATION CENTER,,BIRMINGHAM,,,Jefferson,,4,All other conditions
82,01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Caldwell,,8,Brain disease or condition (non-traumatic)
83,01T033,SPAIN REHABILITATION CENTER,SRC 223E,,AL,35249,Jefferson,(205) 934-4940,4,Bain injury (traumatic)
84,01T033,COMMUNITY OF SPRINGFIELD,SRC 223E,BIRMINGHAM,,35249,Jefferson,(205) 934-4940,4,Hip or femur fracture
85,,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,"Hip or knee replacement, amputation or other bone or joint condition"
86,01T033,SPAIN REHABILITATION CENTER,SRC 223E,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Nervous system disorder (excluding stroke)
87,43028,,SC 223E,BIRMINGHAM,A,35249,,(205) 934-4940,4,Brain injury (traumatic)
88,01T033,SAIN REHABILITATION CENTER,,BIRMINGHAM,,70505,Union,(205) 934-4940,4,Spinal cord injury (traumatic)
89,01T033,SPAIN REHABILITATION CENTER,SRC 223E,PHENIX CITY,,35249,,(05) 934-4940,4,Stroke
90,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",,AL,35401,Tuscaloosa,(352) 253-3300,4,All other conditions
91,,DH REHABILITATION CENTER,4455 DUNCAN AVE,DULUTH,AL,3401,Tuscaloosa,(620) 225-8491,4,Bain disease or condition (non-traumatic)
92,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,AL,35401,Cheshire,(205) 333-4362,4,Brain injury (traumatic)
93,01T092,DH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TSCALOOSA,FL,3401,Tuscaloosa,(205) 333-4362,4,
94,01T092,DCH REHABILITATION CENTER,240 W THOMAS RD,TUSCALOOSA,A,35401,Tuscaloosa,(205) 333-4362,4,"Hip or knee replacement, amputation or other bone or joint condition"
95,,,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,PA,35401,Tuscaloosa,(205) 333-4362,4,Nervous system disorder (excluding stroke)
96,01T092,DH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,A,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord disease or condition (non-traumatic)
97,01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord injury (traumatic)
98,01T092,DCH REHABILITATION CENTER,1555 SOQUEL DRIVE,,MI,,Tscaloosa,(205) 333-4362,4,"Hip or knee replacement, amputation or other bone or joint condition"
99,14T182,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,
100,01T100,TOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Nervous system disorder (excluding stroke)
101,01T100,,1105 6TH ST.,FIRHOPE,AL,36533,Lycoming,(845) 786-4000,4,Brain injury (traumatic)
102,,THOMAS HOSPITAL,750 MORPHY AVENUE,,,3533,Baldwin,(251) 435-3417,4,Hip or femur fracture
103,01T100,THOMAS HOSPITAL,70 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,"Hip or knee replacement, amputation or other bone or joint condition"
104,01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,,36533,,(51) 435-3417,4,Nervous system disorder (excluding stroke)
105,01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,FL,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic)
106,01T100,TOMAS HOSPITAL,750 MORPHY AVENUE,SAN FRANCISCO,OK,31217,Bldwin,(251) 435-3417,4,Spinal cord injury (traumatic)
107,05T737,"HEALTHSOUTH/MAINE MEDICAL CENTER, LLC",750 MORPHY AVENUE,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Stroke
108,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,,All other conditions
109,24T100,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AR,35243,Jefferson,(205) 971-4520,5,Brain disease or condition (non-traumatic)
110,01T104,YOUNKER REHABILITATION,3690 GRANDVIEW PARKWAY,BRMINGHAM,AL,35243,,(208) 814-3725,,Brain injury (traumatic)
111,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,,,,4,Hip or femur fracture
112,33T049,GRANDVIEW MEDICAL CENTER,750 E ADAMS ST.,BIRMINGHAM,AL,,Jefferson,(205) 971-4520,4,"Hip or knee replacement, amputation or other bone or joint condition"
113,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,NY,35243,Jefferson,(205) 971-4520,3,Nervous system disorder (excluding stroke)
114,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord disease or condition (non-traumatic)
115,01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,,PA,35243,Jefferson,(205) 971-4520,4,Spinal cord injury (traumatic)
116,,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,A,35243,,,,Stroke
117,01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Berkshire,,4,All other conditions
118,01T113,,POB 2144,MOBILE,,36854,,(251) 435-3400,4,Brain disease or condition (non-traumatic)
119,01T113,MOBILE INFIRMARY,MOBILE,POB 2144,AL,36652,Mobile,(513) 601-0600,4,Bain injury (traumatic)
120,01T113,MOBILE INFIRMARY,POB 2144,MOBILE,IL,36652,Mbile,(251) 435-3400,4,Hip or femur fracture
121,,MERCY HOSPITAL ARDMORE,POB 2144,MOBILE,AL,48201,Mobile,(772) 467-3903,4,"Hip or knee replacement, amputation or other bone or joint condition"
122,01T113,THE PAUL ROSENTHAL REHABILITATION CENTER AT NDH,POB 2144,MBILE,AL,44903,Mobile,(51) 435-3400,,Nervous system disorder (excluding stroke)
123,23T015,MOBILE INFIRMARY,POB 2144,MOBILE,AL,,Mobile,,4,
124,01T113,VIA CHRISTI HOSP PITTSBURG,POB 2144,MBILE,AL,36652,Macomb,(251) 435-3400,9,
125,01T113,MOBILE INFIRMARY,POB 2144,MOBILE,AL,36652,Mobile,(251) 435-3400,,Stroke
126,0T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,200 INDUSTRIAL BLVD,BESSEMER,AL,35022,Jfferson,(205) 481-7287,4,All other conditions
127,0T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Brain disease or condition (non-traumatic)
128,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,RANCHO MIRAGE,AL,35022,Jefferson,(205) 481-7287,4,Brain injury (traumatic)
129,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture
130,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,,BESSEMER,AL,35022,Jfferson,,4,"Hip or knee replacement, amputation or other bone or joint condition"
131,01T114,MDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,BESSEMER,A,35022,Jefferson,(205) 481-7287,4,Nervous system disorder (excluding stroke)
132,01T114,,995 9TH AVENUE SOUTHWEST,,A,3022,Jefferson,(205) 481-7287,4,Spinal cord disease or condition (non-traumatic)
133,01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,BESSEMER,995 9TH AVENUE SOUTHWEST,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord injury (traumatic)
134,,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,CLIVE,AL,3022,Jefferson,(925) 373-4183,4,Stroke
135,01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,All other conditions
136,01T139,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,35209,Jefferson,(205) 877-1600,4,Brain disease or condition (non-traumatic)
137,,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HMEWOOD,AL,3209,Los Angeles,(205) 877-1600,4,Brain injury (traumatic)
138,0T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,A,35209,Jefferson,(205) 877-1600,,Hip or femur fracture
139,01T139,AMI BROOKWOOD MEDICAL CENTER,1 MEDICAL CENTER,HOMEWOOD,AL,35209,Jefferson,(05) 877-1600,4,
140,233026,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,70563,Jefferson,(205) 877-1600,4,Nervous system disorder (excluding stroke)
141,0T139,AMI BROOKWOOD MEDICAL CENTER,HOMEWOOD,2010 BROOKWOOD MEDICAL CTR. DR,AL,35209,Jefferson,,4,Spinal cord disease or condition (non-traumatic)
142,01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,,Spinal cord injury (traumatic)
143,01T139,AMI BROOKWOOD MEDICAL CENTER,,HOMEWOOD,AL,55805,Jfferson,(205) 877-1600,4,Stroke
144,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,CINCINNATI,AL,,Mobile,(502) 596-6346,4,
145,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,,70791,Pike,(502) 596-6346,4,Brain disease or condition (non-traumatic)
146,01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,,AL,3608,Mobile,(502) 596-6346,4,Bain injury (traumatic)
147,0T144,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,A,36608,Penobscot,(502) 596-6346,4,Hip or femur fracture
148,0T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,,Mbile,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition"
149,01T144,,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(909) 473-1275,4,Nervous system disorder (excluding stroke)
150,01T144,SPRINGHILL MEDICAL CENTER,MOBILE,3719 DAUPHIN STREET,AL,36608,Mbile,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic)
151,01T144,SPRINGHILL MEDICAL CENTER,18300 ROSCOE BLVD.,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Spinal cord injury (traumatic)
152,32T063,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,(502) 596-6346,4,Brain injury (traumatic)
153,0T157,JW SOMMER REHABILITATION UNIT,21 AVALON AVE,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-1687,,All other conditions
154,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,NJ,35661,,(256) 386-1687,4,
155,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MSCLE SHOALS,,,Colbert,(256) 386-1687,4,Brain injury (traumatic)
156,01T157,J SOMMER REHABILITATION UNIT,MUSCLE SHOALS,201 AVALON AVE,AL,35661,,(256) 386-1687,4,Hip or femur fracture
157,01T157,,201 AVALON AVE,MUSCLE SHOALS,NE,35661,,(256) 386-1687,4,"Hip or knee replacement, amputation or other bone or joint condition"
158,0T157,JW SOMMER REHABILITATION UNIT,,MUSCLE SHOALS,,35661,,(256) 386-1687,10,Brain disease or condition (non-traumatic)
159,01T157,JW SOMMER REHABILITATION UNIT,1623 MORGANTOWN ROAD,MUSCLE SHOALS,AL,35661,St. Louis,,,
160,01T157,JW SOMMER REHABILITATION UNIT,201 AVALON AVE,MUSCLE SHOALS,,35661,Colbert,(256) 386-1687,4,
161,0T157,JW SOMMER REHABILITATION UNIT,21 AVALON AVE,MUSCLE SHOALS,AL,89148,Colbert,(256) 386-1687,4,Stroke
162,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,36854,Chambers,(334) 756-9180,4,Al other conditions
163,01T175,EAMC - LANIER,4800 48TH STREET,,AL,,Chambers,(334) 756-9180,3,Brain disease or condition (non-traumatic)
164,01T175,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,3854,Chambers,,9,Brain injury (traumatic)
165,01T175,EAMC - LANIER,850 SOUTH FIFTH STREET,SEARCY,AL,36854,Chambers,(217) 464-5195,4,Hip or femur fracture
166,01T175,EAMC - LANIER,400 48TH STREET,VALLEY,GA,36854,Chambers,(334) 756-9180,4,"Hip or knee replacement, amputation or other bone or joint condition"
167,01T175,EMC - LANIER,4800 48TH STREET,VLLEY,,36652,Chambers,(334) 756-9180,9,Nervous system disorder (excluding stroke)
168,01T175,EMC - LANIER,VALLEY,4800 48TH STREET,AL,36854,Chambers,(334) 756-9180,4,Hip or femur fracture
169,01T175,,,VALLEY,CA,36854,Chambers,(334) 756-9180,4,
170,01T175,EAMC - LANIER,16001 W 9 MILE RD,VALLEY,,36854,Allegheny,(334) 756-9180,4,Stroke
171,02T017,ALASKA REGIONAL HOSPITAL,2801 DEBARR RD,ANCHORAGE,AK,99508,,(907) 264-1503,10,All other conditions
